Sites	Catalog_ID
3	682
3	683
1	684
3	685
1	686
2	692
3	693
1	695
2	703
4	704
3	708
1	712
2	715
4	716
2	718
3	721
1	723
2	724
2	726
3	728
2	729
2	731
11	735
1	737
1	738
1	739
5	741
1	742
2	746
2	747
4	749
2	751
1	762
1	763
2	766
2	768
1	769
2	771
2	772
4	775
1	778
2	780
1	781
1	782
1	783
4	790
1	791
3	792
1	794
3	795
4	797
2	798
1	799
2	801
2	812
1	813
7	819
2	820
2	823
2	824
2	826
1	827
2	828
6	830
7	832
3	833
1	835
1	839
2	843
2	845
1	846
2	850
1	851
2	852
2	855
1	856
2	858
1	861
1	862
1	863
3	864
3	865
3	866
1	867
2	869
2	872
1	874
2	875
3	878
3	879
1	880
2	884
1	885
5	893
4	894
1	896
1	898
1	902
2	909
2	915
1	916
1	917
2	919
3	921
3	927
7	929
1	933
2	937
1	938
2	939
2	941
8	946
3	948
6	949
3	950
3	951
3	954
4	956
2	962
4	963
2	964
1	966
2	968
2	974
1	977
4	978
3	979
1	981
1	983
7	984
1	986
8	988
1	989
2	992
4	995
1	999
1	1000
1	1004
5	1006
1	1010
1	1013
2	1014
1	1015
1	1016
2	1018
1	1020
2	1022
1	1024
2	1026
2	1030
1	1031
1	1039
3	1041
1	1042
2	1044
4	1046
1	1051
1	1058
1	1059
4	1060
1	1062
1	1063
6	1067
1	1068
2	1069
1	1071
3	1073
3	1074
3	1075
2	1077
1	1080
4	1084
4	1086
1	1087
3	1088
2	1093
3	1097
1	1099
1	1100
6	1104
1	1105
3	1108
3	1111
3	1114
1	1116
1	1118
2	1121
7	1126
1	1128
2	1129
4	1133
2	1137
1	1140
1	1143
2	1145
4	1147
1	1148
2	1152
1	1153
2	1154
3	1156
4	1157
2	1161
4	1164
1	1168
2	1169
2	1174
3	1176
1	1177
7	1178
4	1180
6	1181
3	1182
5	1183
3	1184
4	1187
3	1188
2	1189
3	1191
2	1193
1	1196
1	1197
6	1199
4	1201
4	1204
3	1207
2	1211
3	1213
4	1214
3	1219
1	1224
3	1228
1	1231
1	1233
3	1235
5	1237
2	1247
1	1251
1	1253
3	1254
3	1257
4	1259
1	1260
12	1267
4	1269
2	1272
1	1273
4	1274
2	1275
1	1276
2	1279
3	1281
1	1282
2	1283
2	1285
1	1287
2	1288
2	1289
2	1290
2	1299
1	1302
1	1303
4	1305
1	1306
6	1309
5	1311
8	1315
1	1319
3	1323
4	1326
2	1327
2	1328
2	1330
1	1331
4	1333
1	1336
1	1337
1	1339
1	1340
3	1341
1	1343
2	1346
3	1348
1	1349
1	1352
2	1355
3	1356
2	1357
2	1359
1	1360
4	1363
3	1364
3	1365
5	1368
2	1370
2	1371
1	1373
2	1376
2	1378
1	1382
2	1385
5	1386
1	1389
2	1391
2	1392
1	1393
3	1394
5	1395
3	1398
1	1399
4	1400
3	1402
2	1405
2	1411
1	1415
1	1417
1	1419
3	1420
1	1421
3	1423
6	1424
4	1425
2	1428
1	1429
1	1430
3	1431
3	1433
2	1435
2	1436
1	1445
1	1446
1	1451
2	1453
3	1454
1	1455
2	1459
2	1463
2	1464
3	1466
5	1470
1	1471
7	1472
2	1473
1	1476
8	1477
1	1478
3	1481
1	1482
1	1483
1	1487
4	1489
3	1491
2	1496
2	1497
3	1498
4	1499
1	1500
1	1501
1	1502
2	1504
5	1505
3	1507
2	1509
1	1514
1	1519
1	1523
8	1524
3	1528
4	1529
1	1530
1	1532
2	1533
3	1536
1	1537
6	1538
1	1539
1	1543
3	1544
2	1545
10	1550
4	1551
1	1552
1	1553
1	1555
1	1567
1	1568
3	1570
3	1571
2	1572
1	1573
2	1574
3	1577
3	1578
1	1580
1	1581
2	1582
3	1584
1	1588
10	1593
9	1594
6	1595
1	1600
2	1602
1	1604
1	1605
9	1608
4	1611
6	1612
1	1613
1	1618
3	1619
3	1620
1	1621
2	1623
3	1630
1	1631
1	1638
4	1639
2	1648
1	1649
1	1651
2	1652
1	1653
2	1654
3	1658
1	1659
3	1661
3	1662
2	1668
7	1669
5	1672
1	1674
4	1675
3	1676
1	1679
6	1680
2	1691
3	1692
2	1697
1	1702
8	1705
1	1706
1	1707
1	1708
1	1709
1	1710
1	1712
1	1714
2	1716
2	1717
2	1718
1	1720
5	1721
2	1725
2	1730
6	1731
9	1732
4	1738
1	1742
8	1749
10	1750
2	1751
3	1757
2	1758
2	1760
1	1763
4	1765
3	1767
1	1770
3	1771
6	1776
3	1777
8	1786
1	1787
3	1791
3	1792
2	1795
3	1796
1	1797
2	1798
3	1801
2	1803
2	1808
3	1810
1	1812
2	1813
2	1814
1	1816
3	1817
2	1819
2	1820
3	1822
2	1825
1	1828
1	1829
4	1831
2	1832
3	1833
2	1834
2	1835
4	1839
1	1841
3	1845
2	1846
2	1851
1	1852
2	1854
2	1855
5	1858
2	1860
1	1862
8	1863
3	1869
1	1870
3	1871
2	1875
2	1884
8	1886
2	1888
1	1889
4	1892
4	1894
1	1896
1	1897
6	1900
2	1905
2	1906
3	1907
1	1909
1	1910
1	1915
1	1917
1	1922
1	1924
1	1927
1	1928
2	1929
1	1931
4	1936
1	1937
1	1940
2	1941
1	1946
1	1949
5	1951
8	1954
1	1956
1	1960
2	1966
2	1970
2	1976
1	1977
1	1978
2	1979
4	1980
3	1983
1	1985
5	1986
1	1989
2	1990
1	1995
2	1998
1	1999
1	2002
1	2004
3	2007
1	2008
3	2009
2	2011
1	2015
1	2016
1	2017
1	2018
3	2021
11	2022
1	2032
3	2033
3	2035
1	2037
1	2041
3	2044
1	2045
1	2053
3	2059
3	2062
1	2065
2	2067
1	2068
1	2071
1	2074
1	2076
4	2077
3	2078
1	2080
3	2082
3	2091
2	2097
1	2099
4	2101
3	2103
1	2107
1	2109
6	2112
3	2113
9	2114
1	2115
1	2119
2	2121
1	2124
1	2126
1	2132
2	2137
1	2138
1	2139
1	2142
1	2143
1	2144
1	2146
3	2148
1	2152
2	2153
1	2155
2	2156
2	2159
2	2169
3	2170
2	2171
1	2172
3	2174
1	2185
3	2188
8	2193
7	2194
1	2195
1	2196
1	2200
2	2201
2	2202
1	2203
4	2205
1	2206
2	2207
1	2209
3	2210
2	2216
1	2217
1	2218
1	2219
2	2222
1	2223
1	2225
1	2229
2	2233
4	2236
1	2241
3	2242
1	2246
2	2247
4	2250
2	2251
1	2256
4	2257
2	2258
5	2259
2	2261
1	2262
2	2263
1	2265
3	2269
1	2278
1	2287
2	2288
2	2294
3	2301
5	2306
3	2311
1	2316
2	2320
1	2322
7	2323
7	2330
4	2331
2	2335
2	2338
1	2339
10	2341
1	2344
1	2345
1	2348
2	2349
1	2354
2	2356
2	2357
1	2358
3	2361
1	2362
1	2363
4	2364
1	2365
2	2367
2	2372
2	2373
2	2374
1	2375
3	2377
1	2379
1	2380
1	2383
1	2385
3	2387
2	2389
1	2391
1	2392
5	2400
3	2401
3	2403
4	2411
1	2414
1	2419
1	2420
2	2422
2	2432
1	2433
3	2435
1	2436
2	2437
1	2441
3	2444
1	2446
2	2448
4	2453
1	2454
1	2456
3	2460
1	2466
1	2468
7	2469
2	2472
2	2474
2	2476
1	2477
1	2481
1	2485
3	2489
12	2491
2	2493
1	2494
2	2495
1	2500
1	2503
6	2505
2	2507
1	2512
1	2514
6	2517
8	2518
1	2523
1	2524
1	2530
4	2533
2	2534
1	2539
2	2540
3	2544
2	2545
4	2546
2	2547
1	2550
2	2551
1	2557
1	2559
3	2563
3	2568
5	2569
2	2575
5	2578
2	2581
5	2583
3	2587
1	2590
2	2591
2	2592
5	2596
2	2598
2	2602
1	2605
4	2607
7	2609
1	2610
1	2612
2	2614
1	2616
3	2620
2	2621
1	2630
3	2631
4	2634
2	2635
2	2637
3	2638
2	2649
2	2656
1	2659
10	2660
7	2662
5	2663
2	2664
4	2665
7	2666
2	2668
2	2669
5	2676
1	2677
5	2685
2	2687
3	2689
5	2691
10	2700
1	2707
5	2708
3	2714
2	2716
2	2717
1	2718
2	2720
1	2721
1	2723
2	2725
1	2731
5	2734
1	2736
1	2737
1	2738
1	2743
3	2745
4	2746
3	2754
2	2759
2	2760
1	2761
1	2764
1	2768
1	2769
6	2770
1	2771
2	2775
2	2779
4	2780
1	2781
2	2782
6	2785
3	2789
1	2791
2	2792
2	2794
3	2795
2	2799
4	2800
3	2801
1	2802
1	2805
2	2806
2	2808
2	2809
2	2812
2	2813
1	2814
1	2815
1	2818
4	2819
2	2820
5	2821
1	2834
7	2838
1	2839
1	2841
3	2842
1	2849
1	2852
2	2853
3	2857
2	2862
2	2864
3	2865
2	2869
2	2870
2	2871
1	2876
1	2878
1	2881
2	2887
1	2888
5	2891
2	2892
4	2898
1	2899
2	2901
1	2902
1	2903
1	2904
2	2905
1	2908
3	2909
1	2912
2	2914
3	2917
2	2919
1	2920
2	2921
2	2922
3	2925
1	2929
5	2932
7	2934
3	2935
1	2936
2	2938
3	2940
4	2941
5	2949
2	2951
3	2952
4	2954
2	2957
5	2958
1	2961
3	2964
3	2965
4	2966
2	2967
7	2968
5	2971
1	2973
4	2980
1	2982
6	2984
2	2987
1	2988
5	2990
3	2993
2	2994
1	2995
3	2996
3	3000
2	3001
1	3003
1	3005
3	3008
3	3010
7	3011
2	3012
2	3019
1	3020
3	3021
1	3027
3	3029
1	3032
1	3033
1	3035
2	3037
4	3044
2	3047
1	3049
1	3051
5	3057
4	3059
4	3064
3	3066
2	3071
3	3072
1	3074
1	3079
1	3082
1	3083
2	3085
1	3086
6	3087
2	3089
2	3092
1	3093
9	3094
2	3095
2	3100
3	3106
3	3110
2	3114
2	3117
1	3122
1	3127
2	3131
2	3134
1	3136
1	3139
2	3142
1	3145
1	3146
2	3153
2	3156
1	3157
1	3159
5	3164
1	3166
1	3167
1	3170
3	3171
1	3174
1	3180
1	3182
4	3186
3	3188
3	3189
2	3194
4	3195
1	3196
3	3197
2	3205
1	3208
1	3209
2	3213
2	3215
2	3216
2	3222
1	3227
2	3228
1	3230
1	3237
2	3238
1	3248
1	3249
1	3250
1	3252
4	3253
1	3257
1	3263
1	3264
3	3265
7	3271
1	3272
5	3274
2	3284
7	3291
1	3296
2	3297
4	3298
2	3300
1	3301
1	3302
1	3303
2	3305
9	3312
3	3315
2	3316
9	3319
1	3322
1	3323
2	3326
4	3327
2	3328
2	3329
2	3330
1	3335
1	3336
4	3339
2	3340
4	3341
6	3344
2	3346
2	3347
3	3349
1	3350
9	3351
2	3352
1	3357
1	3361
2	3366
4	3368
2	3369
2	3370
1	3372
6	3374
5	3380
1	3386
4	3389
1	3394
1	3396
1	3399
1	3402
5	3403
7	3404
3	3407
2	3408
2	3411
2	3417
4	3421
3	3422
2	3423
2	3425
1	3427
1	3428
1	3429
7	3430
1	3432
2	3433
7	3434
3	3438
2	3439
3	3441
3	3443
1	3444
3	3448
2	3449
3	3456
1	3462
1	3463
5	3466
3	3467
1	3472
3	3475
4	3477
1	3478
3	3481
3	3484
3	3486
4	3488
1	3489
1	3490
5	3492
2	3496
2	3499
2	3510
1	3512
1	3513
2	3516
1	3517
1	3518
4	3520
5	3521
3	3523
2	3524
3	3525
4	3527
2	3533
1	3538
1	3539
2	3541
2	3544
2	3545
4	3550
1	3551
4	3553
2	3554
1	3557
2	3558
5	3563
1	3567
1	3569
3	3571
1	3574
1	3576
2	3578
1	3579
2	3581
1	3582
2	3583
3	3585
1	3586
1	3598
5	3600
1	3601
3	3604
3	3605
2	3608
4	3612
3	3613
1	3614
1	3617
2	3618
3	3621
1	3622
6	3623
1	3624
4	3625
6	3627
1	3630
2	3632
2	3633
7	3635
2	3637
5	3638
3	3643
4	3645
5	3646
1	3648
4	3651
1	3654
6	3657
8	3662
2	3663
1	3665
7	3668
1	3669
2	3671
3	3673
3	3676
1	3677
1	3678
1	3679
1	3682
3	3683
2	3685
2	3687
3	3688
5	3690
1	3691
2	3696
3	3697
3	3704
3	3705
5	3707
6	3708
2	3709
9	3712
4	3713
1	3714
2	3716
1	3723
4	3724
6	3725
3	3728
2	3729
8	3730
5	3731
1	3732
4	3733
1	3736
2	3737
2	3738
1	3739
7	3740
2	3741
6	3747
4	3748
4	3749
5	3751
1	3752
3	3756
1	3758
1	3761
2	3762
2	3765
4	3766
1	3767
5	3768
7	3770
2	3771
4	3772
2	3773
3	3774
1	3775
1	3776
2	3779
3	3783
2	3784
2	3785
1	3786
3	3787
1	3788
1	3793
3	3795
1	3797
1	3799
1	3801
1	3805
9	3807
3	3808
4	3809
1	3810
3	3816
1	3817
2	3818
1	3823
2	3824
4	3830
1	3833
2	3834
4	3836
2	3838
3	3839
1	3840
2	3841
1	3842
2	3843
1	3846
4	3848
1	3851
3	3853
1	3858
1	3859
1	3860
5	3863
1	3866
2	3869
2	3871
2	3873
3	3874
4	3878
2	3879
2	3880
1	3889
1	3892
2	3893
1	3894
6	3897
3	3898
2	3899
2	3900
2	3902
2	3906
2	3912
2	3916
2	3918
1	3919
4	3922
2	3923
4	3925
6	3926
1	3928
2	3930
2	3931
2	3933
2	3935
3	3936
5	3940
1	3943
1	3944
1	3945
2	3946
1	3948
1	3949
2	3953
6	3954
2	3955
1	3960
2	3963
3	3968
2	3970
1	3974
1	3981
1	3984
1	3986
5	3992
1	3999
3	4000
1	4001
2	4008
5	4010
2	4012
1	4014
2	4016
2	4018
3	4019
2	4021
2	4025
1	4026
2	4028
4	4032
2	4033
2	4037
2	4038
2	4042
2	4048
3	4050
2	4051
3	4053
2	4055
1	4058
2	4061
1	4065
4	4066
6	4071
2	4077
1	4080
1	4082
4	4087
1	4091
3	4094
1	4099
1	4101
2	4103
4	4104
1	4105
2	4106
2	4110
3	4111
11	4114
2	4115
1	4116
1	4117
1	4121
2	4122
1	4123
2	4125
1	4129
1	4131
2	4133
1	4136
1	4139
1	4140
1	4141
1	4142
1	4144
1	4149
3	4150
7	4151
1	4153
3	4154
1	4158
1	4159
4	4162
10	4163
2	4164
1	4167
1	4169
1	4171
1	4172
3	4173
2	4177
2	4183
2	4188
1	4191
2	4193
3	4195
3	4196
2	4199
1	4206
4	4208
5	4210
2	4211
1	4212
2	4214
5	4215
4	4217
2	4218
3	4219
2	4221
1	4222
1	4223
1	4224
4	4225
2	4227
1	4229
2	4230
3	4239
7	4240
1	4243
1	4244
1	4247
2	4249
1	4251
2	4258
1	4259
1	4260
1	4261
3	4265
1	4267
4	4271
2	4272
4	4275
3	4281
1	4282
3	4283
2	4285
9	4286
1	4287
3	4288
3	4294
1	4295
1	4298
1	4299
3	4303
2	4305
4	4306
3	4309
3	4311
1	4313
1	4314
3	4316
3	4317
2	4319
1	4320
2	4323
11	4324
2	4336
1	4337
1	4342
1	4347
1	4352
1	4353
1	4356
5	4359
2	4361
1	4363
5	4364
1	4367
4	4371
3	4372
4	4374
1	4377
2	4380
1	4381
2	4383
4	4384
3	4385
2	4386
2	4389
2	4395
2	4397
2	4399
1	4408
1	4409
6	4412
1	4414
1	4417
4	4427
3	4430
1	4431
1	4440
2	4441
1	4442
2	4445
1	4448
3	4449
1	4454
1	4456
2	4460
2	4462
2	4463
1	4464
7	4465
2	4470
1	4471
1	4473
2	4474
2	4475
4	4476
5	4478
3	4479
2	4480
1	4485
4	4486
1	4488
4	4492
1	4493
4	4497
3	4500
1	4502
7	4505
2	4508
1	4509
2	4510
2	4513
5	4515
2	4517
3	4521
4	4524
1	4525
3	4526
7	4528
1	4529
3	4530
3	4532
1	4533
5	4534
1	4546
5	4556
1	4557
4	4559
2	4564
1	4568
1	4569
3	4571
2	4572
4	4576
6	4578
3	4583
4	4585
1	4592
1	4594
1	4601
6	4607
2	4609
2	4610
1	4612
4	4621
3	4626
2	4628
2	4629
1	4631
2	4633
1	4634
1	4638
2	4640
3	4642
1	4643
1	4645
4	4650
2	4652
3	4654
2	4656
4	4659
7	4660
2	4661
3	4663
5	4664
1	4666
3	4667
1	4670
2	4674
2	4675
2	4676
4	4680
1	4682
1	4683
3	4684
1	4686
2	4688
1	4690
8	4691
6	4692
2	4695
2	4699
4	4702
1	4704
2	4705
2	4706
3	4707
3	4709
1	4714
1	4717
1	4719
3	4721
1	4722
1	4723
2	4727
3	4729
1	4733
2	4735
2	4737
1	4738
2	4739
2	4740
2	4743
1	4744
2	4746
1	4748
2	4749
1	4750
1	4752
1	4754
1	4757
2	4759
1	4764
4	4767
2	4768
1	4772
2	4774
2	4776
1	4777
2	4778
6	4780
1	4782
1	4783
1	4788
1	4789
3	4791
2	4793
2	4797
1	4798
3	4802
5	4803
1	4806
1	4808
1	4811
3	4812
1	4814
1	4815
5	4817
1	4820
5	4821
2	4822
1	4824
1	4825
1	4833
5	4835
3	4840
2	4841
5	4842
3	4844
5	4850
5	4852
2	4853
4	4855
1	4865
1	4866
1	4867
2	4868
1	4870
2	4871
1	4873
2	4875
8	4876
5	4877
2	4880
2	4881
2	4882
4	4885
1	4891
1	4892
1	4893
1	4895
1	4896
1	4897
1	4899
3	4903
7	4904
2	4906
7	4908
2	4910
3	4914
1	4917
1	4918
2	4922
3	4923
2	4924
1	4925
4	4927
2	4930
1	4932
1	4937
6	4938
2	4941
2	4944
2	4946
2	4948
1	4951
4	4957
3	4960
1	4966
3	4967
1	4968
1	4969
1	4972
2	4977
1	4980
3	4981
2	4983
4	4984
3	4985
3	4989
1	4992
5	4994
4	4995
1	4996
3	4998
3	5001
2	5002
12	5004
2	5008
1	5009
1	5012
1	5014
1	5015
2	5016
1	5018
2	5020
4	5021
3	5025
2	5026
1	5035
2	5037
2	5039
2	5040
1	5042
1	5047
1	5048
4	5049
4	5054
1	5056
1	5058
1	5060
1	5062
2	5068
6	5070
1	5072
3	5073
2	5074
3	5079
3	5080
1	5084
1	5085
2	5087
3	5093
1	5094
2	5099
3	5101
3	5107
4	5111
2	5113
3	5116
2	5118
1	5121
2	5122
5	5123
1	5124
1	5125
1	5126
4	5134
5	5136
2	5140
2	5142
1	5143
3	5144
4	5148
1	5152
1	5153
3	5155
1	5156
1	5157
1	5159
3	5161
2	5162
7	5163
2	5164
1	5169
1	5172
1	5175
1	5176
1	5177
1	5178
1	5179
3	5182
2	5184
1	5187
1	5191
4	5195
3	5196
2	5197
8	5198
2	5202
1	5204
8	5205
3	5208
2	5209
1	5210
1	5211
4	5212
2	5214
2	5217
1	5218
1	5219
2	5220
1	5225
1	5227
7	5234
1	5237
4	5238
1	5240
4	5244
1	5247
2	5250
2	5255
1	5260
1	5261
2	5263
1	5266
3	5268
5	5269
8	5271
3	5272
1	5273
2	5274
2	5276
1	5280
3	5281
1	5282
2	5286
1	5287
3	5288
1	5289
3	5291
1	5297
1	5301
1	5303
1	5309
1	5311
1	5312
2	5314
2	5317
1	5319
5	5321
2	5322
1	5323
2	5326
2	5327
1	5328
3	5329
1	5330
1	5332
2	5333
1	5335
1	5337
5	5338
1	5339
2	5342
2	5344
4	5345
1	5347
1	5349
2	5350
1	5352
6	5356
3	5357
1	5358
3	5361
1	5363
2	5365
3	5367
2	5372
1	5375
4	5377
6	5378
1	5383
3	5385
1	5387
2	5388
1	5389
3	5390
1	5391
3	5393
1	5394
3	5401
2	5402
1	5403
6	5407
2	5410
5	5413
2	5414
6	5420
1	5422
3	5425
2	5426
1	5428
1	5431
3	5433
1	5434
1	5436
1	5437
5	5441
1	5442
1	5443
1	5445
2	5446
6	5447
1	5449
2	5450
2	5451
5	5452
2	5453
2	5454
2	5457
3	5458
4	5459
3	5460
5	5461
1	5465
2	5468
1	5471
2	5472
2	5473
3	5477
5	5479
2	5480
2	5481
1	5483
8	5487
3	5488
6	5490
2	5495
1	5496
3	5498
1	5500
2	5503
1	5504
2	5507
5	5508
1	5509
3	5513
2	5516
1	5517
2	5523
3	5525
3	5531
1	5534
7	5541
2	5542
2	5543
1	5548
1	5549
2	5550
2	5552
1	5554
2	5557
2	5562
2	5563
1	5564
1	5565
1	5566
8	5568
2	5569
1	5572
2	5573
6	5577
1	5579
3	5585
3	5588
1	5589
1	5591
5	5596
3	5597
1	5602
1	5610
5	5611
1	5613
1	5615
5	5617
6	5618
4	5619
2	5631
3	5632
2	5633
2	5636
3	5637
1	5642
1	5643
6	5644
3	5648
1	5651
2	5656
2	5657
3	5658
3	5662
3	5665
3	5666
2	5667
1	5672
3	5675
2	5677
1	5680
5	5682
2	5683
2	5685
2	5686
5	5691
1	5692
8	5695
3	5699
4	5700
4	5701
3	5702
2	5703
3	5704
1	5706
1	5709
2	5710
1	5712
3	5714
1	5715
1	5723
1	5724
6	5726
1	5728
1	5730
3	5731
2	5734
2	5735
4	5736
7	5737
2	5742
2	5743
1	5744
1	5745
2	5748
2	5750
1	5751
1	5752
2	5753
2	5759
2	5762
3	5763
2	5766
1	5769
5	5771
3	5772
2	5773
1	5777
1	5779
2	5781
3	5785
2	5787
3	5792
2	5793
1	5794
4	5795
1	5798
4	5804
1	5805
2	5806
2	5807
4	5808
1	5812
3	5814
1	5815
1	5819
2	5820
2	5821
2	5825
3	5829
1	5830
1	5834
1	5835
4	5842
1	5846
1	5847
4	5848
3	5849
5	5850
2	5851
1	5853
1	5856
1	5857
6	5858
3	5859
3	5865
4	5872
3	5874
1	5875
1	5878
6	5882
2	5884
1	5887
5	5890
4	5892
1	5893
2	5894
1	5895
1	5899
3	5900
6	5902
4	5904
3	5906
2	5908
2	5909
1	5910
4	5912
3	5913
5	5916
3	5917
4	5918
2	5920
3	5924
5	5925
2	5927
6	5930
4	5931
5	5932
3	5939
2	5942
1	5944
3	5945
4	5946
1	5948
2	5949
2	5951
2	5953
2	5957
1	5958
3	5959
1	5961
1	5962
1	5966
1	5968
1	5970
3	5971
1	5973
2	5974
7	5975
2	5978
2	5985
1	5986
5	5988
4	5990
3	5993
2	5995
2	5996
2	5998
5	6000
4	6001
3	6004
1	6005
1	6006
1	6013
3	6014
2	6020
2	6021
1	6022
1	6027
2	6028
1	6029
2	6030
6	6031
2	6032
2	6038
2	6039
1	6049
2	6050
1	6051
5	6054
1	6055
2	6057
2	6058
2	6062
1	6065
1	6069
1	6072
4	6076
1	6078
2	6081
4	6084
2	6085
2	6087
2	6089
6	6090
2	6091
2	6092
1	6094
1	6095
1	6096
4	6098
1	6099
3	6100
1	6101
3	6105
1	6106
5	6109
4	6111
1	6112
2	6115
1	6116
1	6117
1	6119
3	6122
5	6124
4	6125
3	6128
3	6129
2	6131
6	6133
1	6134
2	6136
1	6137
1	6138
1	6140
1	6144
1	6147
2	6149
1	6150
1	6151
3	6152
1	6157
2	6164
12	6165
4	6172
1	6173
1	6174
1	6176
2	6181
5	6182
1	6184
1	6185
1	6191
2	6195
2	6196
1	6198
2	6200
2	6201
4	6205
1	6206
1	6208
1	6210
1	6213
2	6214
1	6215
3	6216
4	6217
1	6222
3	6225
1	6230
2	6232
5	6235
1	6240
2	6242
3	6243
4	6244
3	6248
4	6249
1	6250
2	6251
2	6252
2	6253
9	6254
4	6255
2	6259
2	6260
1	6261
6	6264
1	6269
2	6271
2	6273
2	6276
1	6279
5	6282
2	6283
1	6287
3	6289
5	6295
2	6296
2	6297
1	6305
3	6309
1	6310
2	6311
1	6318
2	6320
1	6326
3	6329
1	6333
5	6334
5	6339
5	6341
1	6342
1	6343
1	6344
3	6345
1	6346
2	6347
3	6349
3	6350
3	6351
5	6352
3	6354
4	6355
2	6356
5	6358
3	6361
3	6362
2	6364
3	6369
1	6372
2	6374
3	6375
3	6378
8	6384
1	6385
3	6386
4	6392
3	6393
4	6404
1	6410
3	6413
1	6414
1	6416
3	6419
3	6421
1	6423
5	6424
1	6425
1	6426
2	6427
1	6428
2	6430
1	6432
1	6440
1	6441
1	6444
1	6445
4	6447
3	6449
1	6450
2	6453
1	6456
4	6458
3	6462
1	6463
2	6464
1	6470
2	6472
5	6474
10	6476
3	6477
1	6478
5	6481
1	6482
1	6483
1	6484
1	6487
3	6488
1	6489
1	6495
2	6497
4	6499
1	6501
1	6502
3	6504
2	6505
1	6506
1	6507
7	6508
2	6509
2	6510
3	6513
2	6514
2	6517
2	6519
1	6520
2	6522
1	6524
2	6525
3	6526
9	6527
3	6531
1	6533
2	6535
1	6541
2	6542
2	6543
2	6545
1	6549
1	6550
3	6551
2	6552
1	6553
2	6554
3	6555
1	6556
3	6559
1	6570
1	6571
2	6575
1	6576
1	6581
2	6582
1	6586
1	6593
1	6594
2	6596
2	6601
1	6602
2	6606
2	6609
2	6613
1	6615
3	6626
2	6627
1	6630
2	6632
5	6635
3	6639
1	6644
1	6645
1	6646
3	6647
1	6650
2	6652
1	6653
3	6656
1	6658
1	6660
2	6661
1	6662
5	6664
1	6669
1	6670
1	6675
3	6678
1	6679
2	6682
3	6685
5	6686
1	6688
2	6689
2	6692
4	6693
3	6706
3	6709
2	6712
1	6714
3	6715
5	6716
1	6717
2	6720
2	6723
1	6725
1	6726
2	6727
1	6730
1	6733
2	6735
4	6736
2	6737
1	6742
1	6745
2	6746
2	6749
1	6750
2	6751
1	6752
2	6754
3	6756
1	6757
3	6758
1	6759
1	6760
1	6762
1	6764
1	6769
1	6772
1	6773
2	6774
2	6777
1	6779
1	6781
4	6783
5	6784
1	6791
11	6792
1	6793
3	6795
1	6800
3	6802
1	6803
2	6804
3	6809
2	6812
2	6813
1	6820
1	6822
2	6823
1	6824
2	6826
1	6827
1	6834
1	6835
7	6842
1	6843
1	6851
4	6855
5	6857
2	6862
1	6863
