Catalog_ID	SNP_position
3189	[1]
3194	[1]
3196	[0]
3205	[1]
3208	[0]
3209	[0]
3213	[0]
3216	[1]
3222	[0]
3227	[0]
3228	[0]
3230	[0]
3237	[0]
3238	[0]
3248	[0]
3249	[0]
3250	[0]
3252	[0]
3257	[0]
3263	[0]
3264	[0]
3272	[0]
3274	[3]
3284	[0]
3291	[3]
3296	[0]
3300	[1]
3301	[0]
3302	[0]
3303	[0]
3305	[1]
3315	[2]
3316	[1]
3322	[0]
3323	[0]
3326	[0]
3327	[2]
3328	[0]
3329	[0]
3330	[0]
3335	[0]
3336	[0]
3339	[3]
3340	[0]
3346	[1]
3347	[0]
3350	[0]
3352	[0]
3357	[0]
3361	[0]
3366	[0]
3368	[0]
3369	[1]
3370	[1]
3372	[0]
3380	[1]
3386	[0]
3394	[0]
3396	[0]
3399	[0]
3402	[0]
3407	[0]
3408	[1]
3411	[1]
3417	[0]
3422	[2]
3423	[0]
3427	[0]
3428	[0]
3429	[0]
3432	[0]
3433	[1]
3438	[0]
3441	[1]
3443	[1]
3444	[0]
3449	[0]
3462	[0]
3463	[0]
3467	[2]
3472	[0]
3478	[0]
3481	[1]
3484	[2]
3486	[0]
3489	[0]
3490	[0]
3499	[1]
3510	[0]
3512	[0]
3513	[0]
3516	[1]
3517	[0]
3518	[0]
3521	[3]
3523	[1]
3524	[1]
3533	[0]
3538	[0]
3539	[0]
3541	[0]
3544	[1]
3545	[1]
3550	[0]
3551	[0]
3554	[1]
3557	[0]
3558	[1]
3563	[4]
3567	[0]
3569	[0]
3574	[0]
3576	[0]
3578	[0]
3579	[0]
3581	[0]
3582	[0]
3583	[1]
3585	[1]
3586	[0]
3598	[0]
3600	[3]
3601	[0]
3605	[0]
3608	[0]
3612	[0]
3613	[0]
3614	[0]
3617	[0]
3618	[0]
3621	[0]
3622	[0]
3624	[0]
3625	[2]
3630	[0]
3632	[0]
3633	[1]
3637	[0]
3643	[1]
3648	[0]
3654	[0]
3663	[1]
3665	[0]
3669	[0]
3671	[1]
3673	[1]
3676	[0]
3677	[0]
3678	[0]
3679	[0]
3682	[0]
3683	[1]
3685	[1]
3687	[1]
3691	[0]
3696	[1]
3704	[0]
3705	[0]
3709	[1]
3713	[3]
3714	[0]
3716	[1]
3723	[0]
3724	[0]
3725	[1]
3728	[2]
3729	[0]
3731	[2]
3732	[0]
3733	[0]
3736	[0]
3737	[0]
3738	[0]
3739	[0]
3741	[0]
3747	[1]
3748	[0]
3749	[3]
3752	[0]
3758	[0]
3761	[0]
3765	[0]
3767	[0]
3771	[1]
3772	[0]
3773	[1]
3775	[0]
3776	[0]
3779	[1]
3783	[2]
3784	[0]
3785	[0]
3786	[0]
3787	[0]
3788	[0]
3793	[0]
3795	[1]
3797	[0]
3799	[0]
3801	[0]
3805	[0]
3808	[2]
3810	[0]
3816	[1]
3817	[0]
3818	[0]
3823	[0]
3824	[1]
3830	[3]
3833	[0]
3836	[0]
3838	[1]
3839	[2]
3840	[0]
3842	[0]
3843	[1]
3846	[0]
3848	[3]
3851	[0]
3858	[0]
3859	[0]
3860	[0]
3863	[2]
3866	[0]
3869	[0]
3871	[1]
3873	[0]
3874	[0]
3879	[0]
3880	[0]
3889	[0]
3892	[0]
3893	[1]
3894	[0]
3897	[3]
3899	[1]
3900	[1]
3902	[1]
3906	[0]
3912	[0]
3916	[0]
3918	[1]
3919	[0]
3922	[0]
3923	[0]
3925	[0]
3928	[0]
3931	[1]
3933	[1]
3943	[0]
3944	[0]
3945	[0]
3946	[1]
3948	[0]
3949	[0]
3953	[1]
3955	[1]
3960	[0]
3963	[1]
3970	[1]
3974	[0]
3981	[0]
3984	[0]
3986	[0]
3992	[1]
3999	[0]
4000	[0]
4001	[0]
4008	[1]
4012	[1]
4014	[0]
4016	[1]
4018	[0]
4019	[1]
4021	[1]
4025	[0]
4026	[0]
4028	[0]
4032	[0]
4033	[1]
4037	[0]
4038	[1]
4042	[0]
4048	[0]
4050	[1]
4051	[0]
4053	[2]
4058	[0]
4061	[1]
4065	[0]
4066	[0]
4077	[1]
4080	[0]
4082	[0]
4091	[0]
4094	[2]
4099	[0]
4101	[0]
4103	[0]
4104	[2]
4105	[0]
4106	[1]
4110	[0]
4111	[0]
4115	[0]
4116	[0]
4117	[0]
4121	[0]
4122	[0]
4123	[0]
4125	[1]
4129	[0]
4131	[0]
4133	[0]
4136	[0]
4139	[0]
4140	[0]
4141	[0]
4142	[0]
4144	[0]
4149	[0]
4150	[2]
4151	[5]
4153	[0]
4158	[0]
4159	[0]
4162	[2]
4164	[0]
4167	[0]
4169	[0]
4171	[0]
4172	[0]
4177	[1]
4183	[0]
4188	[1]
4191	[0]
4193	[0]
4195	[0]
4196	[0]
4199	[1]
4206	[0]
4208	[1]
4210	[2]
4211	[0]
4212	[0]
4214	[1]
4215	[1]
4218	[0]
4219	[0]
4221	[1]
4222	[0]
4223	[0]
4224	[0]
4225	[0]
4227	[1]
4229	[0]
4230	[0]
4239	[1]
4243	[0]
4244	[0]
4247	[0]
4249	[0]
4251	[0]
4259	[0]
4260	[0]
4261	[0]
4267	[0]
4271	[1]
4282	[0]
4283	[0]
4285	[0]
4287	[0]
4288	[0]
4294	[0]
4295	[0]
4298	[0]
4299	[0]
4303	[2]
4305	[0]
4306	[0]
4311	[0]
4313	[0]
4314	[0]
4316	[1]
4320	[0]
4323	[1]
4336	[0]
4337	[0]
4342	[0]
4347	[0]
4352	[0]
4353	[0]
4356	[0]
4359	[2]
4361	[0]
4363	[0]
4364	[1]
4367	[0]
4372	[2]
4374	[0]
4377	[0]
4380	[1]
4381	[0]
4384	[0]
4385	[1]
4386	[0]
4389	[0]
4395	[1]
4397	[0]
4399	[0]
4408	[0]
4409	[0]
4414	[0]
4417	[0]
4430	[1]
4431	[0]
4440	[0]
4441	[0]
4442	[0]
4445	[1]
4448	[0]
4454	[0]
4456	[0]
4460	[0]
4462	[1]
4464	[0]
4465	[4]
4470	[1]
4471	[0]
4473	[0]
4474	[1]
4475	[1]
4480	[0]
4485	[0]
4486	[1]
4488	[0]
4493	[0]
4500	[1]
4502	[0]
4508	[1]
4509	[0]
4510	[0]
4513	[0]
4515	[2]
4517	[0]
4521	[0]
4524	[0]
4525	[0]
4526	[0]
4528	[4]
4529	[0]
4532	[0]
4533	[0]
4534	[0]
4546	[0]
4557	[0]
4564	[0]
4568	[0]
4569	[0]
4571	[1]
4572	[1]
4576	[0]
4578	[4]
4583	[0]
4592	[0]
4594	[0]
4601	[0]
4609	[0]
4610	[0]
4612	[0]
4621	[2]
4628	[0]
4629	[1]
4631	[0]
4634	[0]
4638	[0]
4640	[1]
4642	[2]
4643	[0]
4645	[0]
4650	[1]
4652	[1]
4654	[2]
4656	[1]
4659	[1]
4660	[4]
4661	[1]
4663	[0]
4666	[0]
4667	[0]
4670	[0]
4675	[1]
4676	[1]
4682	[0]
4683	[0]
4686	[0]
4688	[0]
4690	[0]
4692	[4]
4695	[1]
4699	[1]
4702	[1]
4704	[0]
4705	[1]
4706	[0]
4709	[1]
4714	[0]
4717	[0]
4719	[0]
4722	[0]
4723	[0]
4727	[0]
4729	[0]
4733	[0]
4735	[0]
4737	[0]
4738	[0]
4739	[0]
4740	[0]
4743	[1]
4744	[0]
4746	[1]
4748	[0]
4749	[1]
4750	[0]
4752	[0]
4754	[0]
4757	[0]
4759	[0]
4764	[0]
4768	[1]
4772	[0]
4774	[1]
4776	[1]
4777	[0]
4778	[0]
4782	[0]
4783	[0]
4788	[0]
4789	[0]
4791	[2]
4793	[1]
4797	[0]
4798	[0]
4806	[0]
4808	[0]
4811	[0]
4812	[1]
4814	[0]
4815	[0]
4817	[1]
4820	[0]
4822	[1]
4824	[0]
4825	[0]
4833	[0]
4841	[1]
4842	[2]
4844	[2]
4850	[3]
4852	[3]
4853	[1]
4865	[0]
4866	[0]
4867	[0]
4868	[0]
4870	[0]
4871	[0]
4873	[0]
4875	[0]
4876	[2]
4877	[3]
4880	[1]
4881	[1]
4882	[1]
4891	[0]
4892	[0]
4893	[0]
4895	[0]
4896	[0]
4897	[0]
4899	[0]
4903	[2]
4906	[1]
4908	[2]
4910	[1]
4917	[0]
4918	[0]
4923	[2]
4924	[1]
4925	[0]
4930	[1]
4932	[0]
4937	[0]
4941	[0]
4944	[0]
4946	[0]
4948	[1]
4951	[0]
4960	[1]
4966	[0]
4967	[2]
4968	[0]
4969	[0]
4972	[0]
4980	[0]
4981	[0]
4983	[1]
4985	[1]
4989	[0]
4992	[0]
4994	[1]
4996	[0]
5001	[0]
5002	[0]
5009	[0]
5012	[0]
5014	[0]
5015	[0]
5018	[0]
5020	[0]
5025	[1]
5026	[1]
5035	[0]
5037	[1]
5039	[0]
5040	[1]
5042	[0]
5047	[0]
5048	[0]
5056	[0]
5058	[0]
5060	[0]
5062	[0]
5068	[0]
5072	[0]
5073	[2]
5074	[0]
5079	[0]
5080	[1]
5084	[0]
5085	[0]
5087	[1]
5093	[2]
5094	[0]
5099	[0]
5101	[0]
5111	[1]
5113	[0]
5116	[1]
5118	[0]
5121	[0]
5122	[1]
5123	[1]
5124	[0]
5125	[0]
5126	[0]
5134	[2]
5136	[4]
5140	[1]
5142	[1]
5143	[0]
5144	[2]
5152	[0]
5153	[0]
5155	[2]
5156	[0]
5157	[0]
5159	[0]
5161	[0]
5162	[0]
5164	[1]
5169	[0]
5172	[0]
5175	[0]
5176	[0]
5177	[0]
5178	[0]
5179	[0]
5182	[2]
5184	[1]
5187	[0]
5191	[0]
5196	[2]
5197	[1]
5198	[4]
5202	[1]
5204	[0]
5209	[1]
5210	[0]
5211	[0]
5212	[3]
5214	[1]
5218	[0]
5219	[0]
5220	[1]
5225	[0]
5227	[0]
5237	[0]
5238	[2]
5240	[0]
5244	[3]
5247	[0]
5250	[0]
5260	[0]
5261	[0]
5263	[0]
5266	[0]
5268	[2]
5272	[2]
5273	[0]
5274	[0]
5276	[0]
5280	[0]
5281	[2]
5282	[0]
5287	[0]
5288	[2]
5289	[0]
5291	[2]
5297	[0]
5301	[0]
5303	[0]
5309	[0]
5311	[0]
5312	[0]
5314	[0]
5317	[0]
5319	[0]
5322	[1]
5323	[0]
5326	[0]
5327	[0]
5328	[0]
5329	[0]
5330	[0]
5332	[0]
5333	[0]
5335	[0]
5337	[0]
5338	[1]
5339	[0]
5344	[1]
5347	[0]
5349	[0]
5350	[1]
5352	[0]
5357	[2]
5358	[0]
5361	[0]
5363	[0]
5365	[1]
5367	[2]
5372	[1]
5375	[0]
5383	[0]
5385	[0]
5387	[0]
5388	[0]
5389	[0]
5391	[0]
5394	[0]
5401	[1]
5402	[0]
5403	[0]
5410	[1]
5414	[0]
5422	[0]
5425	[1]
5426	[1]
5428	[0]
5431	[0]
5433	[0]
5434	[0]
5436	[0]
5437	[0]
5441	[0]
5442	[0]
5443	[0]
5445	[0]
5446	[1]
5447	[3]
5449	[0]
5450	[1]
5451	[0]
5453	[0]
5454	[1]
5457	[1]
5458	[2]
5460	[2]
5461	[0]
5465	[0]
5468	[1]
5471	[0]
5472	[0]
5473	[0]
5480	[0]
5481	[1]
5483	[0]
5488	[2]
5495	[1]
5496	[0]
5498	[2]
5500	[0]
5503	[1]
5504	[0]
5507	[0]
5508	[3]
5509	[0]
5516	[1]
5517	[0]
5523	[0]
5531	[1]
5534	[0]
5542	[0]
5543	[1]
5548	[0]
5549	[0]
5550	[0]
5552	[0]
5554	[0]
5557	[0]
5563	[1]
5564	[0]
5565	[0]
5566	[0]
5568	[1]
5569	[1]
5572	[0]
5573	[1]
5577	[4]
5579	[0]
5585	[1]
5588	[0]
5589	[0]
5591	[0]
5596	[2]
5597	[1]
5602	[0]
5610	[0]
5611	[4]
5613	[0]
5615	[0]
5617	[0]
5618	[5]
5631	[0]
5636	[0]
5637	[2]
5642	[0]
5643	[0]
5651	[0]
5656	[1]
5657	[1]
5658	[0]
5665	[2]
5666	[0]
5667	[0]
5672	[0]
5675	[1]
5677	[1]
5680	[0]
5683	[0]
5686	[0]
5691	[2]
5692	[0]
5701	[3]
5702	[0]
5703	[1]
5704	[1]
5706	[0]
5709	[0]
5710	[1]
5712	[0]
5714	[0]
5715	[0]
5723	[0]
5724	[0]
5728	[0]
5730	[0]
5731	[1]
5734	[0]
5735	[0]
5736	[0]
5737	[6]
5742	[0]
5743	[1]
5744	[0]
5745	[0]
5748	[1]
5750	[1]
5751	[0]
5752	[0]
5753	[0]
5759	[0]
5762	[0]
5766	[1]
5769	[0]
5771	[2]
5772	[2]
5773	[1]
5777	[0]
5779	[0]
5781	[1]
5787	[0]
5794	[0]
5798	[0]
5805	[0]
5806	[0]
5807	[0]
5808	[3]
5812	[0]
5814	[1]
5815	[0]
5819	[0]
5820	[0]
5821	[1]
5825	[1]
5829	[1]
5830	[0]
5834	[0]
5846	[0]
5847	[0]
5848	[0]
5849	[0]
5851	[0]
5853	[0]
5856	[0]
5857	[0]
5865	[2]
5872	[2]
5875	[0]
5878	[0]
5884	[0]
5887	[0]
5890	[0]
5893	[0]
5894	[0]
5895	[0]
5899	[0]
5900	[1]
5908	[0]
5909	[0]
5910	[0]
5913	[0]
5917	[0]
5918	[0]
5920	[1]
5924	[2]
5925	[4]
5927	[1]
5931	[3]
5932	[1]
5939	[0]
5942	[1]
5944	[0]
5946	[0]
5948	[0]
5949	[0]
5953	[0]
5957	[1]
5958	[0]
5959	[1]
5961	[0]
5962	[0]
